sample	patient	subtype	pathway	value
SH04T16	SH04	Hybrid	IMPRES	7
SH04T16	SH04	Hybrid	TIDE	0.22
SH04T17	SH04	Hybrid	HALLMARK_ANGIOGENESIS	-0.2335720315128747
SH04T17	SH04	Hybrid	HALLMARK_E2F_TARGETS	5.449813088234945e-4
SH04T17	SH04	Hybrid	HALLMARK_G2M_CHECKPOINT	0.10130793851270009
SH04T17	SH04	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.2024120174898571
SH04T17	SH04	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.48248007911761714
SH04T17	SH04	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.06897519260895074
SH04T17	SH04	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.018975860258073102
SH04T17	SH04	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.14564222857601936
SH04T17	SH04	Hybrid	ImmuneClass	-0.332992083643685
SH04T17	SH04	Hybrid	Exhaused_T_Cell	-0.11352313377241074
SH04T17	SH04	Hybrid	Interferon_gamma	-0.3411633281343666
SH04T17	SH04	Hybrid	Antigen_presenting_cells	-0.3050651070404198
SH04T17	SH04	Hybrid	Inflammatory	-0.09186713749726738
SH04T17	SH04	Hybrid	Gajewski_13_gene_inflammatory	-0.4558460997413835
SH04T17	SH04	Hybrid	Cytolytic_score	-0.8460737939441216
SH04T17	SH04	Hybrid	MVI_6_gene	-0.4633063653044731
SH04T17	SH04	Hybrid	GEP score	-0.13534378792556523
SH04T17	SH04	Hybrid	IMPRES	6
SH04T17	SH04	Hybrid	TIDE	0.35
SH04T18	SH04	Hybrid	HALLMARK_ANGIOGENESIS	-0.2384428415915917
SH04T18	SH04	Hybrid	HALLMARK_E2F_TARGETS	-0.08998092317495746
SH04T18	SH04	Hybrid	HALLMARK_G2M_CHECKPOINT	0.06998549418968872
SH04T18	SH04	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.387963171954686
SH04T18	SH04	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.581307371099464
SH04T18	SH04	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.04408774367460516
SH04T18	SH04	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.05886978074870289
SH04T18	SH04	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.1472169446416824
SH04T18	SH04	Hybrid	ImmuneClass	-0.2914360559069572
SH04T18	SH04	Hybrid	Exhaused_T_Cell	0.21442287663525791
SH04T18	SH04	Hybrid	Interferon_gamma	0.05137538396221408
SH04T18	SH04	Hybrid	Antigen_presenting_cells	-0.21045999531903659
SH04T18	SH04	Hybrid	Inflammatory	-0.3880508294321927
SH04T18	SH04	Hybrid	Gajewski_13_gene_inflammatory	-0.25909944982781963
SH04T18	SH04	Hybrid	Cytolytic_score	-0.2198336984431568
SH04T18	SH04	Hybrid	MVI_6_gene	-0.3268608766779616
SH04T18	SH04	Hybrid	GEP score	-0.12210733793706811
SH04T18	SH04	Hybrid	IMPRES	5
SH04T18	SH04	Hybrid	TIDE	0.93
SH05T01	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.006021710784744505
SH05T01	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.12636921763511583
SH05T01	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	0.09809881712831371
SH05T01	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.14116029138126407
SH05T01	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.30637511906746195
SH05T01	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.15286964461896488
SH05T01	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.1421927533517931
SH05T01	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.4227838186351316
SH05T01	SH05	Proliferation	ImmuneClass	0.4041226300615122
SH05T01	SH05	Proliferation	Exhaused_T_Cell	-0.34777188995028946
SH05T01	SH05	Proliferation	Interferon_gamma	-0.018045861300114235
SH05T01	SH05	Proliferation	Antigen_presenting_cells	0.035166640261915544
SH05T01	SH05	Proliferation	Inflammatory	-0.09590024001816663
SH05T01	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.2760240968993105
SH05T01	SH05	Proliferation	Cytolytic_score	0.2404281143108566
SH05T01	SH05	Proliferation	MVI_6_gene	0.03875918059811012
SH05T01	SH05	Proliferation	GEP score	-0.12078083068634045
SH05T01	SH05	Proliferation	IMPRES	6
SH05T01	SH05	Proliferation	TIDE	0.25
SH05T02	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.17941955508069413
SH05T02	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.09129276691430645
SH05T02	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	0.0646915507661168
SH05T02	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.10491251490168271
SH05T02	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.35107464079518735
SH05T02	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.154916456700185
SH05T02	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.15289760497982008
SH05T02	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.3981041768418751
SH05T02	SH05	Proliferation	ImmuneClass	0.3580053104568151
SH05T02	SH05	Proliferation	Exhaused_T_Cell	-0.31034018925423235
SH05T02	SH05	Proliferation	Interferon_gamma	0.12152519128977468
SH05T02	SH05	Proliferation	Antigen_presenting_cells	0.011847822847666
SH05T02	SH05	Proliferation	Inflammatory	-0.03544323964005469
SH05T02	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.11744094020586712
SH05T02	SH05	Proliferation	Cytolytic_score	0.2743738793688241
SH05T02	SH05	Proliferation	MVI_6_gene	-0.15554455165884826
SH05T02	SH05	Proliferation	GEP score	-0.11797933397326738
SH05T02	SH05	Proliferation	IMPRES	6
SH05T02	SH05	Proliferation	TIDE	0.69
SH05T03	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.16742622954089395
SH05T03	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.31300972348700634
SH05T03	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.1924684449839192
SH05T03	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.4013570406960498
SH05T03	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.06345089413322996
SH05T03	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.3148733372350533
SH05T03	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.12257961789175603
SH05T03	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.36887861789592463
SH05T03	SH05	Proliferation	ImmuneClass	0.584629647453939
SH05T03	SH05	Proliferation	Exhaused_T_Cell	0.17234684891730478
SH05T03	SH05	Proliferation	Interferon_gamma	0.47787402191263145
SH05T03	SH05	Proliferation	Antigen_presenting_cells	0.20941685091857967
SH05T03	SH05	Proliferation	Inflammatory	0.23355601582259716
SH05T03	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.36441038246474483
SH05T03	SH05	Proliferation	Cytolytic_score	0.5447490897647381
SH05T03	SH05	Proliferation	MVI_6_gene	0.29328221752775063
SH05T03	SH05	Proliferation	GEP score	-0.07909529072248472
SH05T03	SH05	Proliferation	IMPRES	5
SH05T03	SH05	Proliferation	TIDE	0.83
SH05T04	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.03782000871389285
SH05T04	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.16133725842445976
SH05T04	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	0.0923744689643198
SH05T04	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.2151082379400024
SH05T04	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.5387938185538906
SH05T04	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.17848778156652256
SH05T04	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.1341388761391607
SH05T04	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.40254237125437725
SH05T04	SH05	Proliferation	ImmuneClass	0.2674590594867559
SH05T04	SH05	Proliferation	Exhaused_T_Cell	-0.48981896775303013
SH05T04	SH05	Proliferation	Interferon_gamma	-0.22876233044804514
SH05T04	SH05	Proliferation	Antigen_presenting_cells	0.06401619349647616
SH05T04	SH05	Proliferation	Inflammatory	-0.05624143780786611
SH05T04	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.4410226640398943
SH05T04	SH05	Proliferation	Cytolytic_score	-0.1285307072412094
SH05T04	SH05	Proliferation	MVI_6_gene	-0.02807516682964084
SH05T04	SH05	Proliferation	GEP score	-0.13605124397105617
SH05T04	SH05	Proliferation	IMPRES	8
SH05T04	SH05	Proliferation	TIDE	0.52
SH05T05	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.25695450100479766
SH05T05	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.1301229940552452
SH05T05	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	0.06391348651973862
SH05T05	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.15396080596193798
SH05T05	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.5780618194324317
SH05T05	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.2526115192063737
SH05T05	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.011566660006004564
SH05T05	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.4060916177267545
SH05T05	SH05	Proliferation	ImmuneClass	0.367992333112481
SH05T05	SH05	Proliferation	Exhaused_T_Cell	-0.6086516235047528
SH05T05	SH05	Proliferation	Interferon_gamma	-0.2684158789392889
SH05T05	SH05	Proliferation	Antigen_presenting_cells	0.009512491593802075
SH05T05	SH05	Proliferation	Inflammatory	-0.40878532222769504
SH05T05	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.4435489649615329
SH05T05	SH05	Proliferation	Cytolytic_score	-0.07894736842116828
SH05T05	SH05	Proliferation	MVI_6_gene	-0.17932481415613072
SH05T05	SH05	Proliferation	GEP score	-0.12813166405042095
SH05T05	SH05	Proliferation	IMPRES	7
SH05T05	SH05	Proliferation	TIDE	0
SH05T06	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.23639355221339164
SH05T06	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.3451203428220295
SH05T06	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.12754294864782756
SH05T06	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.20987923339442321
SH05T06	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.15476951711682732
SH05T06	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.15869031538066605
SH05T06	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.002573195711030457
SH05T06	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.35568807055836443
SH05T06	SH05	Proliferation	ImmuneClass	0.560530076061006
SH05T06	SH05	Proliferation	Exhaused_T_Cell	-0.10434239654488392
SH05T06	SH05	Proliferation	Interferon_gamma	0.26272119201034194
SH05T06	SH05	Proliferation	Antigen_presenting_cells	0.4131698926562991
SH05T06	SH05	Proliferation	Inflammatory	0.17466219940313146
SH05T06	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.20918446727220752
SH05T06	SH05	Proliferation	Cytolytic_score	0.416528743241696
SH05T06	SH05	Proliferation	MVI_6_gene	-0.10192860733003858
SH05T06	SH05	Proliferation	GEP score	-0.09721939226354709
SH05T06	SH05	Proliferation	IMPRES	6
SH05T06	SH05	Proliferation	TIDE	0.79
SH05T07	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.20557289203729068
SH05T07	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.28819742148366073
SH05T07	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.04244820576138077
SH05T07	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.15441741713381818
SH05T07	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.6036982360277623
SH05T07	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.2551129113214126
SH05T07	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.0659096164768897
SH05T07	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.41430104138072
SH05T07	SH05	Proliferation	ImmuneClass	0.39310954247038565
SH05T07	SH05	Proliferation	Exhaused_T_Cell	-0.13571120363620964
SH05T07	SH05	Proliferation	Interferon_gamma	0.5271160510309406
SH05T07	SH05	Proliferation	Antigen_presenting_cells	0.19107564555284617
SH05T07	SH05	Proliferation	Inflammatory	0.2023800665992488
SH05T07	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.010814786128699322
SH05T07	SH05	Proliferation	Cytolytic_score	0.10628243179415514
SH05T07	SH05	Proliferation	MVI_6_gene	-0.13735644689323784
SH05T07	SH05	Proliferation	GEP score	-0.11342736768676634
SH05T07	SH05	Proliferation	IMPRES	5
SH05T07	SH05	Proliferation	TIDE	-0.23
SH05T08	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.16925489492237866
SH05T08	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.3976762281206133
SH05T08	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.2163050465966578
SH05T08	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.20201078431095415
SH05T08	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.5037625559560196
SH05T08	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.1235391506595162
SH05T08	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.03878110393174622
SH05T08	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.42679754710102547
SH05T08	SH05	Proliferation	ImmuneClass	0.14542048985667028
SH05T08	SH05	Proliferation	Exhaused_T_Cell	-0.6554673710578229
SH05T08	SH05	Proliferation	Interferon_gamma	-0.6720067472485638
SH05T08	SH05	Proliferation	Antigen_presenting_cells	-0.20224119999478646
SH05T08	SH05	Proliferation	Inflammatory	-0.3740917334725621
SH05T08	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.5672179973459358
SH05T08	SH05	Proliferation	Cytolytic_score	-0.3086726249585409
SH05T08	SH05	Proliferation	MVI_6_gene	-0.14267862290891364
SH05T08	SH05	Proliferation	GEP score	-0.1723730842861026
SH05T08	SH05	Proliferation	IMPRES	7
SH05T08	SH05	Proliferation	TIDE	1.11
SH05T09	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.007648713776711391
SH05T09	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.2631569366247575
SH05T09	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.13891880291956543
SH05T09	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.027744813072480223
SH05T09	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.008457688567058391
SH05T09	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.4124674091448911
SH05T09	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.0382696759823444
SH05T09	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.21135026588918185
SH05T09	SH05	Proliferation	ImmuneClass	0.6281658814881649
SH05T09	SH05	Proliferation	Exhaused_T_Cell	0.5221718405535547
SH05T09	SH05	Proliferation	Interferon_gamma	0.6120737225472448
SH05T09	SH05	Proliferation	Antigen_presenting_cells	0.7220881625130269
SH05T09	SH05	Proliferation	Inflammatory	0.6529002868541826
SH05T09	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.5217142522250704
SH05T09	SH05	Proliferation	Cytolytic_score	0.7196292618338139
SH05T09	SH05	Proliferation	MVI_6_gene	0.48242338774568694
SH05T09	SH05	Proliferation	GEP score	-0.03926783652960672
SH05T09	SH05	Proliferation	IMPRES	6
SH05T09	SH05	Proliferation	TIDE	1.1
SH05T10	SH05	Hybrid	HALLMARK_ANGIOGENESIS	-0.4917626444261771
SH05T10	SH05	Hybrid	HALLMARK_E2F_TARGETS	0.3173803745707502
SH05T10	SH05	Hybrid	HALLMARK_G2M_CHECKPOINT	0.36090953070840986
SH05T10	SH05	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	-0.2822166893692828
SH05T10	SH05	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.18613198021672772
SH05T10	SH05	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.4243098167344253
SH05T10	SH05	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.09617127977466855
SH05T10	SH05	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.24363311854941622
SH05T10	SH05	Hybrid	ImmuneClass	-0.36532647920550093
SH05T10	SH05	Hybrid	Exhaused_T_Cell	0.5619701442518921
SH05T10	SH05	Hybrid	Interferon_gamma	0.6780054883352489
SH05T10	SH05	Hybrid	Antigen_presenting_cells	-0.35968138077587153
SH05T10	SH05	Hybrid	Inflammatory	0.6884022736613575
SH05T10	SH05	Hybrid	Gajewski_13_gene_inflammatory	0.1308090950962038
SH05T10	SH05	Hybrid	Cytolytic_score	0.155136268343727
SH05T10	SH05	Hybrid	MVI_6_gene	-0.0656423777856735
SH05T10	SH05	Hybrid	GEP score	-0.06052174813343769
SH05T10	SH05	Hybrid	IMPRES	7
SH05T10	SH05	Hybrid	TIDE	0.33
SH05T11	SH05	Hybrid	HALLMARK_ANGIOGENESIS	-0.45309141538758685
SH05T11	SH05	Hybrid	HALLMARK_E2F_TARGETS	-0.08824347664210223
SH05T11	SH05	Hybrid	HALLMARK_G2M_CHECKPOINT	-0.007198180104982521
SH05T11	SH05	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.005463872192718711
SH05T11	SH05	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.2294893009350896
SH05T11	SH05	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.12580002907042204
SH05T11	SH05	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.18018159609432174
SH05T11	SH05	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.3095014666315015
SH05T11	SH05	Hybrid	ImmuneClass	0.29086860447904744
SH05T11	SH05	Hybrid	Exhaused_T_Cell	0.8249482212453692
SH05T11	SH05	Hybrid	Interferon_gamma	0.8580730603686478
SH05T11	SH05	Hybrid	Antigen_presenting_cells	0.7150846681695067
SH05T11	SH05	Hybrid	Inflammatory	0.9271683954976813
SH05T11	SH05	Hybrid	Gajewski_13_gene_inflammatory	0.6627688668157287
SH05T11	SH05	Hybrid	Cytolytic_score	0.8188237890323227
SH05T11	SH05	Hybrid	MVI_6_gene	-0.12395355576153708
SH05T11	SH05	Hybrid	GEP score	-0.0027833527102815656
SH05T11	SH05	Hybrid	IMPRES	7
SH05T11	SH05	Hybrid	TIDE	0.01
SH05T12	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.16907812421089688
SH05T12	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.2713298762401723
SH05T12	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.03461500147518369
SH05T12	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.017116270844461046
SH05T12	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.40289209507372226
SH05T12	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.09358877132999649
SH05T12	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.15193022298898967
SH05T12	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.3444605055160107
SH05T12	SH05	Proliferation	ImmuneClass	0.465334035240991
SH05T12	SH05	Proliferation	Exhaused_T_Cell	-0.11883346106391673
SH05T12	SH05	Proliferation	Interferon_gamma	-0.32508634504155653
SH05T12	SH05	Proliferation	Antigen_presenting_cells	0.24794771055605283
SH05T12	SH05	Proliferation	Inflammatory	-0.04450798574824305
SH05T12	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.011978864306019299
SH05T12	SH05	Proliferation	Cytolytic_score	0.14835043583793345
SH05T12	SH05	Proliferation	MVI_6_gene	-0.3444230791867268
SH05T12	SH05	Proliferation	GEP score	-0.11935654864177925
SH05T12	SH05	Proliferation	IMPRES	6
SH05T12	SH05	Proliferation	TIDE	0.54
SH05T13	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.2282039802693629
SH05T13	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.3703113235495212
SH05T13	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.16084136944620503
SH05T13	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.2274372121680846
SH05T13	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.3762784477284357
SH05T13	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.10760808673493011
SH05T13	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.17412801586316032
SH05T13	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.4144360000855944
SH05T13	SH05	Proliferation	ImmuneClass	0.42542826298238684
SH05T13	SH05	Proliferation	Exhaused_T_Cell	-0.1285730051870631
SH05T13	SH05	Proliferation	Interferon_gamma	-0.27822636441200765
SH05T13	SH05	Proliferation	Antigen_presenting_cells	0.18112912812601592
SH05T13	SH05	Proliferation	Inflammatory	0.08879134880401221
SH05T13	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.07606322632609358
SH05T13	SH05	Proliferation	Cytolytic_score	0.31788590974284237
SH05T13	SH05	Proliferation	MVI_6_gene	-0.27153612030295227
SH05T13	SH05	Proliferation	GEP score	-0.1081736303147971
SH05T13	SH05	Proliferation	IMPRES	6
SH05T13	SH05	Proliferation	TIDE	0.84
SH05T14	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.009207195236772964
SH05T14	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.30120763335862055
SH05T14	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.04375210113636571
SH05T14	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.26453215567210175
SH05T14	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.4801154880564999
SH05T14	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.019511361755235324
SH05T14	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.07237372374699946
SH05T14	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.38343644828552287
SH05T14	SH05	Proliferation	ImmuneClass	0.26310119740991045
SH05T14	SH05	Proliferation	Exhaused_T_Cell	-0.25794478207893073
SH05T14	SH05	Proliferation	Interferon_gamma	-0.11464013250603444
SH05T14	SH05	Proliferation	Antigen_presenting_cells	-0.11106365624234057
SH05T14	SH05	Proliferation	Inflammatory	0.0757296841129026
SH05T14	SH05	Proliferation	Gajewski_13_gene_inflammatory	-0.3001395898675265
SH05T14	SH05	Proliferation	Cytolytic_score	-0.1522674611056707
SH05T14	SH05	Proliferation	MVI_6_gene	-0.31405563482403687
SH05T14	SH05	Proliferation	GEP score	-0.13087045481689963
SH05T14	SH05	Proliferation	IMPRES	6
SH05T14	SH05	Proliferation	TIDE	1.01
SH05T15	SH05	Proliferation	HALLMARK_ANGIOGENESIS	-0.0910992001830664
SH05T15	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.3561851214527703
SH05T15	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	-0.2248632740898375
SH05T15	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	-0.02115134809006816
SH05T15	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.3006486479707757
SH05T15	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.30926393533521657
SH05T15	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.09453481023813959
SH05T15	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.30482271841278225
SH05T15	SH05	Proliferation	ImmuneClass	0.5631457834044871
SH05T15	SH05	Proliferation	Exhaused_T_Cell	0.21302569403505947
SH05T15	SH05	Proliferation	Interferon_gamma	0.3645677228688875
SH05T15	SH05	Proliferation	Antigen_presenting_cells	0.56216781703356
SH05T15	SH05	Proliferation	Inflammatory	0.391214240509906
SH05T15	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.4257104347081301
SH05T15	SH05	Proliferation	Cytolytic_score	0.5280812093125471
SH05T15	SH05	Proliferation	MVI_6_gene	-0.2503794142769288
SH05T15	SH05	Proliferation	GEP score	-0.07923988273690732
SH05T15	SH05	Proliferation	IMPRES	6
SH05T15	SH05	Proliferation	TIDE	0.56
SH05T16	SH05	Proliferation	HALLMARK_ANGIOGENESIS	0.09493181770446925
SH05T16	SH05	Proliferation	HALLMARK_E2F_TARGETS	-0.1527098884382802
SH05T16	SH05	Proliferation	HALLMARK_G2M_CHECKPOINT	0.08754353665296127
SH05T16	SH05	Proliferation	HO_LIVER_CANCER_VASCULAR_INVASION	0.16281450902099825
SH05T16	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.06750020736349696
SH05T16	SH05	Proliferation	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.27284639200286054
SH05T16	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.09388749019187353
SH05T16	SH05	Proliferation	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.17970834679382386
SH05T16	SH05	Proliferation	ImmuneClass	0.6661278185568047
SH05T16	SH05	Proliferation	Exhaused_T_Cell	0.7922929026049479
SH05T16	SH05	Proliferation	Interferon_gamma	0.9554133097892167
SH05T16	SH05	Proliferation	Antigen_presenting_cells	0.8301834150647819
SH05T16	SH05	Proliferation	Inflammatory	0.9085742661664075
SH05T16	SH05	Proliferation	Gajewski_13_gene_inflammatory	0.8467584922356381
SH05T16	SH05	Proliferation	Cytolytic_score	0.8930817610062863
SH05T16	SH05	Proliferation	MVI_6_gene	-0.24310278997914125
SH05T16	SH05	Proliferation	GEP score	0.028954884421496522
SH05T16	SH05	Proliferation	IMPRES	7
SH05T16	SH05	Proliferation	TIDE	0.7
SH05T17	SH05	Hybrid	HALLMARK_ANGIOGENESIS	-0.40044008355206206
